,ricf_oid,ba_cn,ba_nfe,ba_gvm,ba_pgv,ba_ntr,ba_fdt,ba_bn,ba_evl,fa_dine_this,fa_dinu_this,cf_govc,fp_tt_end,Government-Link,Scope,Province
162,1055,天台县教育基金会,7,0,0,公募基金会,2004-09-03,7.0,未参评,"784,207.53","178,000.00",0.00,"20,223,420.39",GLF,Regional,Zhejiang
163,1077,天津市宏志教育基金会,0,0,0,非公募基金会,2007-09-28,5.0,3A,0.00,0.00,0.00,"3,722,139.26",NGF,Regional,Tianjin
164,3450,重庆市星星灾害救助基金会,4,0,0,非公募基金会,2008-11-27,9.0,1A,0.00,"160,000.00",0.00,"2,040,675.34",NGF,Regional,Chongqing
165,3947,山西省临猗县教育基金会,2,0,0,公募基金会,2014-08-05,13.0,未参评,"90,135.60",0.00,"850,000.00","4,014,064.81",GLF,Regional,Shanxi
166,3,万科公益基金会,0,0,0,非公募基金会,2008-09-04,7.0,3A,"9,024,026.10","80,000,420.00",0.00,"201,419,750.05",NGF,National,Guangdong
167,3421,重庆市法律援助基金会,4,0,0,公募基金会,2007-06-27,23.0,4A,"1,000,000.00","1,101,888.60","100,000.00","5,021,228.64",GLF,Regional,Chongqing
168,3931,河南省孝德文化发展基金会,6,0,0,非公募基金会,2014-07-25,7.0,未参评,0.00,"511,517.70",0.00,"2,195,087.80",GLF,Regional,Henan
169,138,上海科普教育发展基金会,5.0,0,0.0,公募基金会,2001年10月23日,23.0,5A,0.0,4203000.0,0.0,92612731.3,GLF,Regional,Shanghai
170,2689,甘肃国鼎慈善基金会,0,0,0,非公募基金会,2013-08-05,5.0,未参评,0.00,0.00,0.00,"2,195,823.69",NGF,Regional,Gansu
171,2245,浙江海亮慈善基金会,0,0,0,非公募基金会,2007-08-25,5.0,未参评,0.00,0.00,0.00,"79,140,928.20",NGF,Regional,Zhejiang
172,298,乌兰浩特市城乡困难群众大病医疗救助基金会,6,0,0,非公募基金会,2011-04-13,9.0,3A,0.00,0.00,0.00,"15,189,297.59",GLF,Regional,Neimenggu
173,2299,浙江省维德慈善基金会,0,0,0,非公募基金会,2013-05-13,5.0,未参评,0.00,0.00,0.00,"1,282,051.54",NGF,Regional,Zhejiang
174,37,上海商学院教育发展基金会,0.0,0,0.0,非公募基金会,2012年07月10日,22.0,未参评,884833.5,10000.0,0.0,3286086.88,GLF,Regional,Shanghai
175,3650,河南省公益文化传播基金会,1,0,0,公募基金会,2014-01-09,5.0,--,0.00,"383,132.27",0.00,"4,021,850.02",GLF,Regional,Henan
176,2185,泰顺县雅阳教育发展基金会,2,0,0,非公募基金会,2008-11-12,16.0,未参评,0.00,0.00,0.00,"13,111,224.12",NGF,Regional,Zhejiang
177,2923,营口市鲅鱼圈区慈善基金会,10,0,0,公募基金会,2010-04-01,10.0,未参评,"4,083,929.10",0.00,0.00,"11,605,746.15",GLF,Regional,Liaoning
178,690,北京理工大学教育基金会,7,2,0,非公募基金会,2010-01-11,16.0,4A,"16,387,381.86","26,634,216.91",0.00,"174,812,331.65",GLF,National,Beijing
179,3009,辽宁省大连交通大学教育基金会,4,0,0,非公募基金会,2012-01-04,19.0,未参评,"1,314,520.20","295,610.00",0.00,"10,168,325.98",GLF,Regional,Liaoning
180,3719,河南省交通运输安全救助基金会,1,0,0,公募基金会,2014-02-27,9.0,未参评,0.00,"102,200.00",0.00,"4,912,828.35",GLF,Regional,Henan
181,223,中国古生物化石保护基金会,2,0,0,公募基金会,2008-10-30,16.0,3A,0.00,"3,647,332.00","370,000.00","14,095,148.80",GLF,National,Beijing
182,2924,萨马兰奇体育发展基金会,5,0,0,非公募基金会,2012-07-10,15.0,未参评,"1,013,456.00","10,697,750.00",0.00,"21,066,625.50",GLF,National,Beijing
183,1101,天津市青少年发展基金会,5,0,0,公募基金会,1997-08-20,7.0,5A,"7,090,590.01","278,678.38",0.00,"15,008,854.57",GLF,Regional,Tianjin
184,2123,河南省张海书法发展基金会,0,0,0,非公募基金会,2010-01-25,13.0,未参评,0.00,0.00,0.00,"37,861,273.75",NGF,Regional,Henan
185,2476,温岭市人民教育基金会,0,1,0,公募基金会,2006-04-07,7.0,未参评,0.00,"150,000.00",0.00,"35,189,341.07",GLF,Regional,Zhejiang
186,3212,陕西省西安市老龄事业发展基金会,3,0,0,公募基金会,1995-04-04,17.0,3A,0.00,"50,000.00","1,959,500.00","17,807,231.88",GLF,Regional,Shaanxi
187,2313,浙江省革命老区发展基金会,0,0,0,公募基金会,2011-06-01,10.0,3A,0.00,"3,100,000.00","200,000.00","22,332,381.21",GLF,Regional,Zhejiang
188,347,云南省老龄事业发展基金会,5,0,1,公募基金会,1988-06-25,24.0,4A,0.00,"3,532,000.00",0.00,"15,451,402.68",GLF,Regional,Yunnan
189,1189,安利公益基金会,8,0,0,非公募基金会,2011-01-24,17.0,4A,"16,258,316.67","11,393,168.99",0.00,"74,622,039.91",NGF,National,Beijing
190,1808,杭州市图书馆事业基金会,0,0,0,公募基金会,2003-12-08,22.0,--,"212,224.21",0.00,0.00,"35,882,875.20",GLF,Regional,Zhejiang
191,1636,广西民族教育发展基金会,6,0,0,公募基金会,2009-04-22,13.0,5A,0.00,"50,750,000.00",0.00,"172,503,290.16",GLF,Regional,Guangxi
192,1404,平湖市农业技术推广基金会,2,2,0,公募基金会,2013-11-15,15.0,未参评,0.00,"324,420.00","1,810,000.00","11,284,038.25",GLF,Regional,Zhejiang
193,2926,葫芦岛市见义勇为基金会,5,0,0,公募基金会,2011-11-24,25.0,4A,0.00,0.00,0.00,"8,358,262.41",GLF,Regional,Liaoning
194,130,上海特殊关爱基金会,3.0,0,0.0,非公募基金会,2008年07月31日,15.0,4A,7078575.0,5000000.0,0.0,18790536.91,NGF,Regional,Shanghai
195,402,兰州理工大学教育发展基金会,1,7,1,非公募基金会,2013-06-08,12.0,未参评,"17,071.49","1,786,650.28",0.00,"5,840,682.73",GLF,Regional,Gansu
196,2963,贵州省六盘水市见义勇为基金会,3,2,0,公募基金会,2012-03-05,16.0,4A,"328,226.76",0.00,"200,000.00","14,572,512.48",GLF,Regional,Guizhou
197,1180,宁波市鄞州区人民教育基金会,0,0,0,公募基金会,2001-02-14,6.0,未参评,"6,833,600.00",0.00,0.00,"24,477,628.15",GLF,Regional,Zhejiang
198,2056,河北省撒可富教育基金会,0,0,0,非公募基金会,2005-06-13,5.0,4A,0.00,"328,500.00",0.00,"17,623,865.84",NGF,Regional,Hebei
199,2069,河北省老年事业发展基金会,11,0,0,公募基金会,2011-05-31,8.0,5A,0.00,"16,256.76",0.00,"4,429,250.52",GLF,Regional,Hebei
200,2691,甘肃安泊尔慈善基金会,6,0,0,非公募基金会,2012-12-21,5.0,未参评,0.00,0.00,0.00,"1,939,816.00",NGF,Regional,Gansu
201,2293,浙江省爱心事业基金会,11,0,0,公募基金会,1995-06-22,9.0,未参评,"5,397,665.34",0.00,0.00,"17,042,622.12",GLF,Regional,Zhejiang
202,3219,陕西省黄土地陕北民歌发展基金会,3,0,0,非公募基金会,2010-01-06,5.0,3A,0.00,"140,000.00",0.00,"2,100,693.71",GLF,Regional,Shaanxi
203,3333,黑龙江省青少年发展基金会,15,3,0,公募基金会,1988-08-17,18.0,5A,"14,219,495.01",0.00,0.00,"27,307,900.45",GLF,Regional,Heilongjiang
204,2204,浙江传媒学院教育基金会,2,0,0,非公募基金会,2012-12-11,8.0,未参评,"6,808,200.00",0.00,0.00,"8,031,311.89",GLF,Regional,Zhejiang
205,2318,浙江福泰隆慈善基金会,3,0,0,非公募基金会,2010-12-15,7.0,3A,0.00,630.00,0.00,"19,370,590.91",NGF,Regional,Zhejiang
206,99,上海师范大学教育发展基金会,0.0,0,0.0,非公募基金会,2008年10月09日,18.0,4A,0.0,8326826.53,0.0,34115834.56,GLF,Regional,Shanghai
207,2672,牡丹江师范学院教育发展基金会,4,0,0,非公募基金会,2012-01-10,17.0,未参评,"27,000.00",0.00,0.00,"3,867,032.26",GLF,Regional,Heilongjiang
208,88,上海市自然与健康基金会,1.0,0,0.0,非公募基金会,2004年05月28日,5.0,未参评,0.0,1807690.0,0.0,8345921.58,NGF,Regional,Shanghai
209,1179,宁波市见义勇为基金会,0,0,0,公募基金会,1995-11-01,9.0,未参评,0.00,0.00,0.00,"4,119,241.33",GLF,Regional,Zhejiang
210,4187,河南省汝州市教育发展基金会,2,0,0,公募基金会,2014-07-07,10.0,未参评,0.00,"1,840,590.00",0.00,"4,976,883.86",GLF,Regional,Henan
211,2872,舟山市农业技术推广基金会,3,0,0,公募基金会,2012-12-20,12.0,未参评,"202,900.00",0.00,"678,000.00","17,155,438.76",GLF,Regional,Zhejiang
212,3341,齐齐哈尔市见义勇为奖励基金会,4,0,0,,1995年02月16日,,未参评,0.00,"1,402,110.00",0.00,"3,750,224.50",GLF,Regional,Heilongjiang
213,3341,齐齐哈尔市维护社会治安见义勇为奖励基金会,3,0,1,公募基金会,1995-02-16,6.0,,0.00,"1,402,110.00",0.00,"3,750,224.50",GLF,Regional,Heilongjiang
214,3267,青海省见义勇为基金会,1,0,0,公募基金会,2007-09-18,3.0,未参评,0.00,0.00,"500,000.00",0.00,GLF,Regional,Qinghai
215,2829,福建自然门教育发展基金会,1,0,0,非公募基金会,2007-03-07,11.0,未参评,0.00,"125,000.00",0.00,"2,003,113.86",NGF,Regional,Fujian
216,265,中国经济改革研究基金会,9,0,1,公募基金会,1995-10-25,11.0,--,0.00,"890,974.22",0.00,"42,796,670.42",GLF,National,Beijing
217,946,周培源基金会,4,0,0,非公募基金会,1993-03-15,9.0,2A,0.00,"232,000.00",0.00,"9,598,288.71",NGF,National,Beijing
218,2701,甘肃省扶贫基金会,10,0,0,公募基金会,1990-11-01,7.0,3A,0.00,"360,673.58","204,040.00","9,876,372.34",GLF,Regional,Guangdong
219,563,北京大学教育基金会,31,0,1,非公募基金会,1995-07-04,23.0,5A,"569,607,553.57","889,097.13",0.00,"4,447,449,592.06",GLF,National,Beijing
220,2292,浙江省残疾人福利基金会,7,0,0,公募基金会,1985-06-08,15.0,5A,"9,038,884.00","3,198,754.62",0.00,"23,914,657.90",GLF,Regional,Zhejiang
221,4166,上海黄金枝土木建筑教育发展基金会,3.0,0,0.0,非公募基金会,2014年12月22日,19.0,未参评,0.0,253000.0,0.0,5141818.93,NGF,Regional,Shanghai
222,2049,河北省关心下一代基金会,0,1,6,公募基金会,2012-09-10,12.0,未参评,0.00,"300,000.00",0.00,"4,249,247.36",GLF,Regional,Hebei
223,111,上海明德公益基金会,3.0,0,0.0,非公募基金会,2011年12月14日,9.0,未参评,0.0,446095.0,0.0,2124665.2,NGF,Regional,Shanghai
224,876,厦门残疾人福利基金会,3,0,0,公募基金会,2006-01-16,23.0,2A,"32,496,522.72","330,800.00","1,500,000.00","45,073,920.84",GLF,Regional,Fujian
225,3416,重庆市华岩文教基金会,7,0,0,公募基金会,2006-05-08,10.0,3A,"300,511.00","2,796,812.50",0.00,"7,589,778.23",NGF,Regional,Chongqing
226,964,哈尔滨市香坊区残疾人福利基金会,4,4,0,公募基金会,2009-06-26,19.0,4A,0.00,"2,250.00",0.00,"5,349,474.27",GLF,Regional,Heilongjiang
227,2082,河南中原大佛基金会,6,0,0,公募基金会,2008-08-25,5.0,未参评,0.00,"550,494.20",0.00,"9,252,399.53",GLF,Regional,Henan
228,4260,贵州师范大学教育基金会,0,0,0,非公募基金会,2014-12-12,11.0,--,0.00,0.00,0.00,"2,815,589.41",GLF,Regional,Guizhou
229,2742,石狮市蔡辉煌教育基金会,0,0,0,非公募基金会,2008-05-06,11.0,3A,0.00,0.00,0.00,"2,775,931.22",NGF,Regional,Fujian
230,3042,达拉特旗人民教育基金会,1,0,0,公募基金会,2009-12-17,13.0,3A,0.00,"2,827,014.50",0.00,"7,322,826.58",GLF,Regional,Neimenggu
231,2033,沈阳市残疾人福利基金会,0,0,0,公募基金会,2008-01-08,7.0,3A,"2,464,982.00","40,424.32",0.00,"8,043,808.26",GLF,Regional,Liaoning
232,272,中国艺术节基金会,6,0,0,公募基金会,1988-09-01,7.0,1A,0.00,"5,851,714.39",0.00,"8,966,219.35",GLF,National,Beijing
233,2753,福州见义勇为基金会,10,0,0,公募基金会,1995-08-01,19.0,未参评,0.00,"1,181,645.00","4,630,500.00","13,677,439.80",GLF,Regional,Fujian
234,1825,杭州师范大学教育基金会,4,0,0,非公募基金会,2012-02-03,22.0,未参评,"8,684,989.90","2,620,000.00",0.00,"22,182,529.66",GLF,Regional,Zhejiang
235,1617,广西华侨爱心基金会,5,0,0,公募基金会,2009-08-18,7.0,5A,0.00,"3,662,440.00",0.00,"5,062,523.59",GLF,Regional,Guangxi
236,10,上海七弦古琴文化发展基金会,1.0,0,0.0,非公募基金会,2011年01月28日,9.0,未参评,0.0,0.0,350000.0,4002988.34,NGF,Regional,Shanghai
237,1815,杭州市萧山区人民教育基金会,1,0,0,公募基金会,1990-05-08,18.0,2A,0.00,"11,440,900.00",0.00,"21,516,787.63",GLF,Regional,Zhejiang
238,2366,海盐县农业技术推广基金会,3,1,0,公募基金会,2013-12-05,10.0,5A,0.00,0.00,"950,000.00","7,538,126.51",GLF,Regional,Zhejiang
239,1340,山西省明道文物保护基金会,2,0,0,非公募基金会,2013-07-29,13.0,未参评,0.00,"600,000.00",0.00,"2,088,547.89",GLF,Regional,Shanxi
240,3102,重庆西南政法大学教育基金会,1,0,0,非公募基金会,2012-05-10,7.0,未参评,0.00,"508,050.23",0.00,"7,112,041.31",GLF,Regional,Chongqing
241,341,云南省法律援助基金会,4,1,0,公募基金会,2009-10-27,25.0,2A,"3,054,725.00","5,730.00",0.00,"20,194,264.75",GLF,Regional,Yunnan
242,84,上海市甬协公益基金会,2.0,0,0.0,非公募基金会,2006年04月27日,24.0,未参评,0.0,198582.0,0.0,6486406.52,NGF,Regional,Shanghai
243,247,中国法学交流基金会,5,0,1,公募基金会,1986-05-15,10.0,1A,"9,682,500.00",0.00,0.00,"11,024,260.93",GLF,National,Beijing
244,891,台州市黄岩区教育发展基金会,0,0,0,公募基金会,2009-03-03,8.0,3A,0.00,"53,650,000.00",0.00,"4,138,066.00",GLF,Regional,Zhejiang
245,3205,陕西省神木县民生慈善基金会,16,0,0,非公募基金会,2011-06-15,25.0,4A,"2,386,100.00",0.00,0.00,"2,819,160,681.13",GLF,Regional,Shaanxi
246,2922,营口市公安民警救助基金会,0,0,0,公募基金会,2011-11-09,25.0,未参评,0.00,"3,100,000.00",0.00,"11,821,541.93",GLF,Regional,Liaoning
247,65,上海市卫生系统青年人才奖励基金会,1.0,0,0.0,非公募基金会,1992年12月21日,25.0,未参评,955000.0,0.0,0.0,6465030.84,GLF,Regional,Shanghai
248,1176,宁波市海曙区人民教育基金会,0,0,0,公募基金会,2005-11-28,9.0,3A,0.00,"500,000.00",0.00,"34,491,617.42",GLF,Regional,Zhejiang
249,1089,天津市滨海社会救助基金会,2,0,0,非公募基金会,2008-06-26,5.0,3A,0.00,0.00,0.00,"1,941,980.22",NGF,Regional,Tianjin
250,1068,天津市华夏器官移植救助基金会,1,0,0,非公募基金会,2007-11-22,5.0,3A,"540,000.00","1,125,000.00",0.00,"125,018,186.39",NGF,Regional,Tianjin
251,2231,浙江师范大学教育基金会,1,0,0,非公募基金会,2012-12-24,16.0,未参评,"6,302,709.89","2,632,442.34",0.00,"28,364,494.87",GLF,Regional,Zhejiang
252,3222,陕西美术事业发展基金会,0,0,0,公募基金会,2010-09-28,5.0,4A,0.00,0.00,0.00,"6,713,266.88",GLF,Regional,Shaanxi
253,2984,贵州省青年创业就业基金会,5,1,0,公募基金会,2009-08-05,15.0,5A,"1,050,000.00","625,000.00",0.00,"4,965,267.77",GLF,Regional,Guizhou
254,3201,陕西省现代科技创业基金会,3,0,0,非公募基金会,2011-01-04,9.0,--,0.00,"8,000,000.00",0.00,"7,350,657.89",GLF,Regional,Shaanxi
255,263,中国移动慈善基金会,7,0,0,非公募基金会,2009-07-13,12.0,3A,0.00,"38,000,000.00",0.00,"101,981,176.01",NGF,National,Beijing
256,2291,浙江省杭州滨江阳光公益基金会,0,0,0,非公募基金会,2013-05-13,5.0,未参评,0.00,"20,000,000.00",0.00,"77,633,718.61",NGF,Regional,Zhejiang
257,411,内蒙古云曙碧公益事业基金会,2,0,0,非公募基金会,2009-10-30,6.0,未参评,0.00,"10,137,280.00",0.00,"35,386,003.87",GLF,Regional,Neimenggu
258,1848,武义县教育基金会,0,1,0,公募基金会,2004-04-16,14.0,未参评,0.00,"641,000.00",0.00,"8,304,545.44",GLF,Regional,Zhejiang
259,191,中华见义勇为基金会,12,5,5,公募基金会,1993-06-01,23.0,3A,"10,800,000.00","4,161,850.00","10,000,000.00","141,967,581.26",GLF,National,Beijing
260,413,内蒙古公益事业发展基金会,2,0,0,公募基金会,2008-03-24,5.0,未参评,"251,594.51","134,625.01","350,000.00","4,289,498.97",GLF,Regional,Neimenggu
261,2140,河南省爱心助老基金会,5,0,0,公募基金会,2010-04-12,7.0,未参评,"1,365,442.64","1,329,987.66",0.00,"4,055,856.99",NGF,Regional,Henan
262,3909,上海市金山区教育发展基金会,3.0,0,0.0,公募基金会,2014年07月21日,15.0,未参评,720000.0,1627631.03,0.0,10148730.54,GLF,Regional,Shanghai
263,2791,福建省少数民族发展基金会,3,0,0,非公募基金会,2007-09-05,10.0,未参评,0.00,"70,000.00",0.00,"5,057,298.61",GLF,Regional,Fujian
264,177,中兴通讯公益基金会,1,0,0,非公募基金会,2012-10-30,7.0,未参评,"101,484.00","11,001,600.00",0.00,"55,500,897.92",NGF,National,Guangdong
265,3100,重庆社会救助基金会,8,0,0,公募基金会,2011-08-18,11.0,未参评,"500,000.00",0.00,"21,840,000.00","13,385,324.72",GLF,Regional,Chongqing
266,2983,贵州省青少年发展基金会,16,1,0,公募基金会,1991-05-01,4.0,5A,"171,523,886.22","543,000.00","2,600,000.00","36,423,777.99",GLF,Regional,Guizhou
267,4180,黑龙江省黑河市公安民警救助基金会,1,3,0,公募基金会,2014-07-31,7.0,未参评,0.00,"101,000.00",0.00,"4,023,008.80",GLF,Regional,Heilongjiang
268,2255,浙江省仁爱慈善基金会,1,0,0,非公募基金会,2011-10-16,10.0,未参评,0.00,"333,000.00",0.00,"1,032,325.90",NGF,Regional,Zhejiang
269,2088,河南理工大学教育发展基金会,3,0,0,非公募基金会,2010-06-01,24.0,未参评,"480,000.00","40,000.00",0.00,"4,570,897.81",GLF,Regional,Henan
270,3107,金华市外国语学校教育发展基金会,0,0,0,非公募基金会,2012-12-11,7.0,未参评,0.00,"20,319,510.00",0.00,"7,794,763.93",GLF,Regional,Zhejiang
271,3154,阜新市公安民警救助基金会,0,3,0,公募基金会,2012-10-25,17.0,未参评,"1,214,000.00",0.00,0.00,"4,358,974.02",GLF,Regional,Liaoning
272,975,嘉善县农业技术推广基金会,0,0,0,公募基金会,2013-11-15,14.0,未参评,0.00,0.00,"1,020,000.00","4,602,781.92",GLF,Regional,Zhejiang
273,2982,贵州省铜仁市见义勇为基金会,2,0,0,公募基金会,2011-12-28,25.0,未参评,"722,070.00",0.00,0.00,"5,253,851.44",GLF,Regional,Guizhou
274,85,上海市科普基金会,1.0,0,0.0,公募基金会,2005年01月01日,13.0,未参评,293000.0,602298.18,0.0,14913961.57,GLF,Regional,Shanghai
275,3284,顺丰公益基金会,7,0,0,非公募基金会,2012-12-17,11.0,未参评,"1,004,139.00","20,120,945.80",0.00,"26,539,227.02",NGF,National,Guangdong
276,3716,天津市尚赫公益基金会,5,0,0,非公募基金会,2014-03-25,10.0,未参评,0.00,"8,803,100.00",0.00,"3,304,389.44",NGF,Regional,Tianjin
277,3280,韬奋基金会,12,0,1,非公募基金会,1986-09-12,21.0,3A,"32,986,965.96",0.00,0.00,"94,298,277.21",GLF,National,Beijing
278,4071,上海市东方红公益基金会,1.0,0,0.0,非公募基金会,2014年11月04日,7.0,未参评,0.0,1370663.25,0.0,3393478.63,NGF,Regional,Shanghai
279,2164,河南足球事业发展基金会,9,0,0,公募基金会,2008-01-18,6.0,未参评,0.00,0.00,0.00,"6,852,263.35",NGF,Regional,Henan
280,348,云南省董勒成公益发展基金会,2,0,0,非公募基金会,2007-01-11,7.0,未参评,0.00,0.00,0.00,"2,066,326.57",NGF,Regional,Yunnan
281,2221,浙江孤山慈善基金会,2,0,0,非公募基金会,2010-04-23,5.0,3A,0.00,0.00,0.00,"10,650,363.45",NGF,Regional,Zhejiang
282,269,中国职工发展基金会,0,1,2,公募基金会,1994-04-05,13.0,1A,0.00,0.00,0.00,"47,172,369.78",GLF,National,Beijing
283,3760,河南省张伯驹文化发展基金会,3,0,0,非公募基金会,2014-03-17,7.0,未参评,0.00,0.00,0.00,"2,345,507.11",NGF,Regional,Beijing
284,1334,山西省德盛昌慈善基金会,3,0,0,非公募基金会,2012-12-06,7.0,未参评,0.00,"82,000.00",0.00,"2,038,538.21",NGF,Regional,Shanxi
285,3227,陕西鱼化龙创业基金会,3,0,0,非公募基金会,2010-02-05,5.0,3A,0.00,"43,200.00",0.00,"5,489,828.29",NGF,Regional,Shaanxi
286,2822,福建省青少年发展基金会,10,0,0,公募基金会,1993-07-15,22.0,5A,"16,052,531.01","5,887.20","20,000.00","36,500,089.54",GLF,Regional,Fujian
287,2176,泛海公益基金会,5,0,0,非公募基金会,2010-10-25,7.0,4A,0.00,"442,992,350.00",0.00,"201,721,474.73",NGF,National,Beijing
288,2239,浙江正泰公益基金会,3,0,0,非公募基金会,2009-12-03,7.0,未参评,0.00,"2,803,100.00",0.00,"53,359,130.60",NGF,Regional,Zhejiang
289,954,哈尔滨市公安民警救助基金会,1,4,0,公募基金会,2010-05-26,8.0,3A,0.00,"500,000.00",0.00,"36,536,737.76",GLF,Regional,Heilongjiang
290,880,厦门观音寺慈善基金会,4,0,0,非公募基金会,2010-11-24,10.0,未参评,500.00,"1,429,271.75",0.00,"2,797,553.55",NGF,Regional,Fujian
291,3828,上海瑞华慈善基金会,0.0,0,0.0,非公募基金会,2014年05月29日,6.0,未参评,41260515.2,300000.0,0.0,63093234.52,NGF,Regional,Shanghai
292,2302,浙江省职工送温暖基金会,0,1,0,公募基金会,1992-07-23,9.0,未参评,0.00,0.00,0.00,"7,853,299.72",GLF,Regional,Zhejiang
293,330,云南滇池保护治理基金会,4,1,0,公募基金会,2010-04-06,15.0,3A,"1,505.00",0.00,0.00,"16,541,670.46",GLF,Regional,Yunnan
294,3083,重庆大学教育发展基金会,12,0,0,非公募基金会,发起人,7.0,未参评,"23,008,604.26","14,830,620.52","1,350,000.00","141,890,770.16",GLF,National,Chongqing
295,1349,山西省汾酒集团公益基金会,0,0,0,非公募基金会,2010-12-09,18.0,4A,0.00,0.00,0.00,"13,402,523.35",NGF,Regional,Shanxi
